AUROC,PR_AUC,O_E,Calibration_Slope,ICI,Brier,IPA,LogLoss,Sensitivity,Specificity,PPV,NPV,Prevalence,y_prob,y_true
0.9999999999999999,0.9999999999999998,1.0024404009843038,1.2437321891269557,0.15097725080980995,0.003035261886398852,0.9876815670194852,0.026059837906501505,1.0,1.0,1.0,1.0,0.44,"[1.         1.         0.01338889 0.01362963 0.00777778 0.97961111
 0.00812865 0.0365     0.87623052 1.         0.99694444 0.
 0.         0.         0.99028986 0.         1.         0.
 0.96111111 0.02388889 0.002      0.96888889 0.02833333 0.00166667
 0.99611111 0.00804167 0.01111111 0.00362319 0.005      0.99444444
 1.         0.96722222 1.         1.         0.97811111 0.04052778
 0.01466667 0.00943915 0.00166667 1.         0.00466667 1.
 0.944      0.995      0.00716486 0.00444444 0.99528986 0.00133333
 0.01722222 0.00225564 0.00166667 0.97323413 0.0095731  0.
 0.00633333 0.         0.94777778 0.99833333 0.01388889 0.01044444
 0.94833333 0.01654248 0.98916667 1.         0.01148413 0.22466835
 0.02800794 0.86688889 0.00511278 0.00766667 0.995      0.97833333
 0.98583333 0.0485     0.95283333 0.9575     1.         0.99166667
 0.03584921 0.85955556 0.01011111 0.00722222 0.01553589 0.00306763
 0.01944444 0.01722222 0.09375    0.95027778 0.98462963 0.8457619
 0.003      0.98351852 1.         0.0025     0.00931746 0.36466667
 0.01694444 1.         0.99055556 0.01592593]","[1 1 0 0 0 1 0 0 1 1 1 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 1 1 1 1 1 0 0
 0 0 1 0 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 1 1 0
 1 1 1 1 0 1 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 1 0]"
